player_id	year	yards	tds	att	comp	playoff_games	playoff_wins	pb_games
BankTo00	1998	8333	36	1263	685	0	0	0
BankTo00	1999	10469	53	1583	854	0	0	0
BankTo00	2000	12047	61	1857	1004	0	0	0
BankTo00	2001	14433	71	2227	1202	0	0	0
BankTo00	2002	14433	71	2227	1202	0	0	0
BankTo00	2003	15126	76	2329	1263	0	0	0
BankTo00	2004	15142	76	2331	1264	0	0	0
BankTo00	2005	15315	77	2356	1278	0	0	0
BartSt00	1975	1662	13	255	115	0	0	0
BartSt00	1976	2339	15	375	172	0	0	0
BartSt00	1977	3135	20	511	236	0	0	0
BartSt00	1978	5624	30	880	423	2	1	0
BartSt00	1979	8129	47	1260	627	2	1	0
BartSt00	1980	11673	78	1723	884	3	1	1
BartSt00	1981	15502	108	2256	1181	3	1	2
BartSt00	1982	17407	116	2518	1347	4	1	2
BartSt00	1983	20574	138	2950	1621	4	1	2
BartSt00	1984	22732	149	3219	1802	4	1	2
BartSt00	1985	23470	154	3330	1871	4	1	2
BartSt00	1986	24124	156	3456	1932	4	1	2
BatcCh00	1998	2178	11	303	173	0	0	0
BatcCh00	1999	4135	24	573	324	0	0	0
BatcCh00	2000	6624	37	985	545	0	0	0
BatcCh00	2001	9016	49	1326	743	0	0	0
BatcCh00	2002	9016	49	1326	743	0	0	0
BatcCh00	2003	9063	49	1334	747	0	0	0
BatcCh00	2004	9063	49	1334	747	0	0	0
BatcCh00	2005	9309	50	1370	770	0	0	0
BatcCh00	2006	9801	55	1423	801	0	0	0
BatcCh00	2007	10033	57	1459	818	0	0	0
BatcCh00	2008	10033	57	1459	818	0	0	0
BatcCh00	2009	10050	57	1461	819	0	0	0
BatcCh00	2010	10402	60	1510	848	0	0	0
BatcCh00	2011	10610	60	1534	863	0	0	0
BatcCh00	2012	11085	61	1604	908	0	0	0
BerrBo00	1965	0	0	2	0	0	0	0
BerrBo00	1966	215	1	39	13	0	0	0
BerrBo00	1967	258	1	46	16	0	0	0
BerrBo00	1968	1691	8	199	97	0	0	0
BerrBo00	1969	2778	18	323	168	0	0	1
BerrBo00	1970	4584	34	592	324	0	0	1
BerrBo00	1971	6589	45	818	460	0	0	1
BerrBo00	1972	8747	58	1095	614	0	0	1
BerrBo00	1973	8868	59	1119	624	0	0	1
BerrBo00	1974	9173	64	1167	658	0	0	1
BerrBo00	1975	9197	64	1173	661	0	0	1
BeueSt00	1988	1643	8	238	105	0	0	0
BeueSt00	1989	3320	21	455	213	0	0	0
BeueSt00	1990	3320	21	455	213	0	0	0
BeueSt00	1991	4229	26	592	281	2	1	0
BeueSt00	1992	4381	26	610	293	2	1	0
BeueSt00	1993	7545	44	1028	551	2	1	0
BeueSt00	1994	9090	49	1283	681	2	1	0
BeueSt00	1995	10042	53	1425	752	2	1	0
BeueSt00	1996	10921	61	1548	821	2	1	0
BeueSt00	1997	11953	67	1701	910	2	1	0
BeueSt00	1998	14566	84	2044	1126	2	1	0
BeueSt00	1999	19002	120	2615	1469	2	1	1
BeueSt00	2000	22732	139	3148	1793	2	1	1
BeueSt00	2001	22732	139	3148	1793	2	1	1
BeueSt00	2002	23657	145	3265	1861	2	1	1
BeueSt00	2003	24046	147	3328	1894	2	1	1
BlacTo00	1983	259	3	34	20	0	0	0
BlacTo00	1984	1966	9	328	167	0	0	0
BlacTo00	1985	3156	15	500	253	0	0	0
BlacTo00	1986	4356	25	711	349	1	0	0
BlacTo00	1987	4510	26	742	364	1	0	0
BlacTo00	1988	5004	28	821	402	1	0	0
BlacTo00	1989	5286	29	881	424	1	0	0
BlakJe00	1992	40	0	9	4	0	0	0
BlakJe00	1993	40	0	9	4	0	0	0
BlakJe00	1994	2194	14	315	160	0	0	0
BlakJe00	1995	6016	42	882	486	0	0	1
BlakJe00	1996	9640	66	1431	794	0	0	1
BlakJe00	1997	11765	74	1748	978	0	0	1
BlakJe00	1998	12504	77	1841	1029	0	0	1
BlakJe00	1999	15174	93	2230	1244	0	0	1
BlakJe00	2000	17199	106	2532	1428	0	0	1
BlakJe00	2001	17199	106	2533	1428	0	0	1
BlakJe00	2002	19283	119	2828	1593	0	0	1
BlakJe00	2003	21530	132	3195	1801	0	0	1
BlakJe00	2004	21656	133	3232	1819	0	0	1
BlakJe00	2005	21711	134	3241	1827	0	0	1
BlanGe00	1950	0	0	1	0	0	0	0
BlanGe00	1951	0	0	1	0	0	0	0
BlanGe00	1952	664	8	132	47	0	0	0
BlanGe00	1953	2828	22	494	216	0	0	0
BlanGe00	1954	4757	37	775	347	0	0	0
BlanGe00	1955	5216	41	872	389	0	0	0
BlanGe00	1956	5655	48	941	426	1	0	0
BlanGe00	1957	5720	48	960	434	1	0	0
BlanGe00	1958	5739	48	967	436	1	0	0
BlanGe00	1959	5739	48	967	436	1	0	0
BlanGe00	1960	5739	48	967	436	1	0	0
BlanGe00	1961	5739	48	967	436	1	0	0
BlanGe00	1962	5739	48	967	436	1	0	0
BlanGe00	1963	5739	48	967	436	1	0	0
BlanGe00	1964	5739	48	967	436	1	0	0
BlanGe00	1965	5739	48	967	436	1	0	0
BlanGe00	1966	5739	48	967	436	1	0	0
BlanGe00	1967	5739	48	967	436	1	0	0
BlanGe00	1968	5739	48	967	436	1	0	0
BlanGe00	1969	5739	48	967	436	1	0	0
BlanGe00	1970	6200	54	1022	465	1	0	0
BlanGe00	1971	6578	58	1080	497	1	0	0
BlanGe00	1972	6655	59	1095	502	1	0	0
BlanGe00	1973	6655	59	1095	502	1	0	0
BlanGe00	1974	6683	60	1099	503	1	0	0
BlanGe00	1975	6694	60	1102	504	1	0	0
BledDr00	1993	2494	15	429	214	0	0	0
BledDr00	1994	7049	40	1120	614	1	0	1
BledDr00	1995	10556	53	1756	937	1	0	1
BledDr00	1996	14642	80	2379	1310	4	2	2
BledDr00	1997	18348	108	2901	1624	6	3	3
BledDr00	1998	21981	128	3382	1887	6	3	3
BledDr00	1999	25966	147	3921	2192	6	3	3
BledDr00	2000	29257	164	4452	2504	6	3	3
BledDr00	2001	29657	166	4518	2544	6	3	3
BledDr00	2002	34016	190	5128	2919	6	3	4
BledDr00	2003	36876	201	5599	3193	6	3	4
BledDr00	2004	39808	221	6049	3449	6	3	4
BledDr00	2005	43447	244	6548	3749	6	3	4
BledDr00	2006	44611	251	6717	3839	6	3	4
BollKy00	2003	1260	7	224	116	0	0	0
BollKy00	2004	3819	20	688	374	0	0	0
BollKy00	2005	5618	31	981	545	0	0	0
BollKy00	2006	6103	36	1036	578	0	0	0
BollKy00	2007	7846	45	1311	746	0	0	0
BollKy00	2008	7846	45	1311	746	0	0	0
BollKy00	2009	8745	48	1487	844	0	0	0
BollKy00	2010	8770	48	1491	846	0	0	0
BollKy00	2011	8931	48	1519	861	0	0	0
BonoSt00	1985	5	0	10	1	0	0	0
BonoSt00	1986	8	0	11	2	0	0	0
BonoSt00	1987	446	5	85	36	0	0	0
BonoSt00	1988	556	6	120	46	0	0	0
BonoSt00	1989	618	7	125	50	0	0	0
BonoSt00	1990	618	7	125	50	0	0	0
BonoSt00	1991	2235	18	362	191	0	0	0
BonoSt00	1992	2698	20	418	227	0	0	0
BonoSt00	1993	3114	20	479	266	0	0	0
BonoSt00	1994	3910	24	596	332	0	0	0
BonoSt00	1995	7031	45	1116	625	1	0	1
BonoSt00	1996	9603	57	1554	860	1	0	1
BonoSt00	1997	9632	57	1564	865	1	0	1
BonoSt00	1998	10439	62	1700	934	1	0	1
BonoSt00	1999	10439	62	1701	934	1	0	1
BortBl00	2014	2908	11	475	280	0	0	0
BortBl00	2015	7336	46	1081	635	0	0	0
BortBl00	2016	11241	69	1706	1003	0	0	0
BortBl00	2017	14928	90	2229	1318	3	2	0
BortBl00	2018	17646	103	2632	1561	3	2	0
BortBl00	2019	17649	103	2634	1562	3	2	0
BoryMi00	1974	580	5	102	60	0	0	0
BoryMi00	1975	1576	11	268	147	0	0	1
BoryMi00	1976	2823	20	514	270	0	0	1
BoryMi00	1977	2823	20	514	270	0	0	1
BoryMi00	1978	2838	20	519	272	0	0	1
BradSa00	2010	3512	18	590	354	0	0	0
BradSa00	2011	5676	24	947	545	0	0	0
BradSa00	2012	9378	45	1498	873	0	0	0
BradSa00	2013	11065	59	1760	1032	0	0	0
BradSa00	2014	11065	59	1760	1032	0	0	0
BradSa00	2015	14790	78	2292	1378	0	0	0
BradSa00	2016	18667	98	2844	1773	0	0	0
BradSa00	2017	19049	101	2887	1805	0	0	0
BradSa00	2018	19449	103	2967	1855	0	0	0
BradTe00	1970	1410	6	218	83	0	0	0
BradTe00	1971	3669	19	591	286	0	0	0
BradTe00	1972	5556	31	899	433	2	1	0
BradTe00	1973	6739	41	1079	522	3	1	0
BradTe00	1974	7524	48	1227	589	6	4	0
BradTe00	1975	9579	66	1513	754	9	7	1
BradTe00	1976	10756	76	1705	846	11	8	1
BradTe00	1977	13279	93	2019	1008	12	8	1
BradTe00	1978	16194	121	2387	1215	15	11	2
BradTe00	1979	19918	147	2859	1474	18	14	3
BradTe00	1980	23257	171	3283	1692	18	14	3
BradTe00	1981	26144	193	3653	1893	18	14	3
BradTe00	1982	27912	210	3893	2020	19	14	3
BradTe00	1983	27989	212	3901	2025	19	14	3
BradTo00	2000	6	0	3	1	0	0	0
BradTo00	2001	2849	18	416	265	3	3	1
BradTo00	2002	6613	46	1017	638	3	3	1
BradTo00	2003	10233	69	1544	955	6	6	1
BradTo00	2004	13925	97	2018	1243	9	9	2
BradTo00	2005	18035	123	2548	1577	11	10	3
BradTo00	2006	21564	147	3064	1896	14	12	3
BradTo00	2007	26370	197	3642	2294	17	14	4
BradTo00	2008	26446	197	3653	2301	17	14	4
BradTo00	2009	30844	225	4218	2672	18	14	5
BradTo00	2010	34744	261	4710	2996	19	14	6
BradTo00	2011	39979	300	5321	3397	22	16	7
BradTo00	2012	44806	334	5958	3798	24	17	8
BradTo00	2013	49149	359	6586	4178	26	18	9
BradTo00	2014	53258	392	7168	4551	29	21	10
BradTo00	2015	58028	428	7792	4953	31	22	11
BradTo00	2016	61582	456	8224	5244	34	25	12
BradTo00	2017	66159	488	8805	5629	37	27	13
BradTo00	2018	70514	517	9375	6004	40	30	14
BradTo00	2019	74571	541	9988	6377	41	30	14
BradTo00	2020	79204	581	10598	6778	45	34	14
BradTo00	2021	84520	624	11317	7263	47	35	15
BratZe00	1954	1087	8	130	67	0	0	0
BratZe00	1955	1087	8	130	67	0	0	0
BratZe00	1956	1087	8	130	67	0	0	0
BratZe00	1957	1614	9	210	104	0	0	0
BratZe00	1958	2185	16	300	145	0	0	0
BratZe00	1959	2588	18	362	176	0	0	0
BratZe00	1960	3639	24	537	263	0	0	0
BratZe00	1961	5186	32	767	387	0	0	0
BratZe00	1962	6727	41	986	497	0	0	0
BratZe00	1963	7294	45	1079	546	0	0	0
BratZe00	1964	7571	46	1115	565	0	0	0
BratZe00	1965	7919	49	1163	586	0	0	0
BratZe00	1966	8488	53	1227	622	0	0	0
BratZe00	1967	9212	58	1321	675	0	0	0
BratZe00	1968	10047	61	1447	743	0	0	0
BratZe00	1969	10047	61	1447	743	0	0	0
BratZe00	1970	10047	61	1447	743	0	0	0
BratZe00	1971	10345	65	1484	762	0	0	0
BreeDr00	2001	221	1	27	15	0	0	0
BreeDr00	2002	3505	18	553	335	0	0	0
BreeDr00	2003	5613	29	909	540	0	0	0
BreeDr00	2004	8772	56	1309	802	1	0	1
BreeDr00	2005	12348	80	1809	1125	1	0	1
BreeDr00	2006	16766	106	2363	1481	3	1	2
BreeDr00	2007	21189	134	3015	1921	3	1	2
BreeDr00	2008	26258	168	3650	2334	3	1	3
BreeDr00	2009	30646	202	4164	2697	6	4	4
BreeDr00	2010	35266	235	4822	3145	7	4	5
BreeDr00	2011	40742	281	5479	3613	9	5	6
BreeDr00	2012	45919	324	6149	4035	9	5	7
BreeDr00	2013	51081	363	6799	4481	11	6	8
BreeDr00	2014	56033	396	7458	4937	11	6	9
BreeDr00	2015	60903	428	8085	5365	11	6	9
BreeDr00	2016	66111	465	8758	5836	11	6	10
BreeDr00	2017	70445	488	9294	6222	13	7	11
BreeDr00	2018	74437	520	9783	6586	15	8	12
BreeDr00	2019	77416	547	10161	6867	16	8	13
BreeDr00	2020	80358	571	10551	7142	18	9	13
BridTe00	2014	2919	14	402	259	0	0	0
BridTe00	2015	6150	28	849	551	1	0	1
BridTe00	2016	6150	28	849	551	1	0	1
BridTe00	2017	6150	28	851	551	1	0	1
BridTe00	2018	6268	29	874	565	1	0	1
BridTe00	2019	7652	38	1070	698	1	0	1
BridTe00	2020	11385	53	1562	1038	1	0	1
BridTe00	2021	14437	71	1988	1323	1	0	1
BrisBu00	1986	291	0	60	21	0	0	0
BrisBu00	1987	311	0	72	25	0	0	0
BrisBu00	1988	2945	11	442	200	0	0	0
BrisBu00	1989	5310	20	784	387	2	1	0
BrisBu00	1990	8035	40	1171	610	2	1	0
BrisBu00	1991	9385	49	1361	713	2	1	0
BrisBu00	1992	10104	51	1477	776	2	1	0
BrisBu00	1993	12009	65	1786	957	2	1	0
BrisBu00	1994	12516	67	1862	1008	2	1	0
BrisBu00	1995	13242	71	2032	1101	2	1	0
BrisBu00	1996	13242	71	2032	1101	2	1	0
BrisBu00	1997	13290	71	2041	1107	2	1	0
BrisBu00	1998	14276	81	2172	1185	2	1	0
BrisBu00	1999	14363	81	2192	1197	2	1	0
BrisBu00	2000	14445	81	2212	1207	2	1	0
BrisJa00	2016	400	0	55	34	0	0	0
BrisJa00	2017	3498	13	524	310	0	0	0
BrisJa00	2018	3500	13	528	312	0	0	0
BrisJa00	2019	6442	31	975	584	0	0	0
BrisJa00	2020	6459	31	983	586	0	0	0
BrisJa00	2021	7742	36	1208	727	0	0	0
BrodJo00	1957	160	2	21	11	0	0	0
BrodJo00	1958	1384	8	193	114	0	0	0
BrodJo00	1959	1738	10	257	144	0	0	0
BrodJo00	1960	2849	16	464	247	0	0	0
BrodJo00	1961	5437	30	747	402	0	0	0
BrodJo00	1962	7709	48	1051	577	0	0	0
BrodJo00	1963	8076	51	1112	607	0	0	0
BrodJo00	1964	10574	65	1504	800	0	0	0
BrodJo00	1965	13686	95	1895	1042	0	0	1
BrodJo00	1966	16496	111	2322	1274	0	0	1
BrodJo00	1967	18509	122	2671	1442	0	0	1
BrodJo00	1968	21529	144	3075	1676	0	0	1
BrodJo00	1969	23934	160	3422	1870	0	0	1
BrodJo00	1970	26875	184	3800	2093	2	1	2
BrodJo00	1971	29517	202	4187	2301	4	2	2
BrodJo00	1972	30422	211	4297	2371	5	2	2
BrodJo00	1973	31548	214	4491	2469	5	2	2
BrooAa00	2000	1514	9	194	113	2	1	0
BrooAa00	2001	5346	35	752	425	2	1	0
BrooAa00	2002	8918	62	1280	708	2	1	0
BrooAa00	2003	12464	86	1798	1014	2	1	0
BrooAa00	2004	16274	107	2340	1323	2	1	0
BrooAa00	2005	19156	120	2771	1563	2	1	0
BrooAa00	2006	20261	123	2963	1673	2	1	0
BrowDa00	1992	21	0	7	4	0	0	0
BrowDa00	1993	21	0	7	4	0	0	0
BrowDa00	1994	2557	12	357	205	0	0	0
BrowDa00	1995	5371	23	813	459	0	0	0
BrowDa00	1996	7783	35	1211	673	0	0	0
BrowDa00	1997	8806	40	1391	766	0	0	0
BrowDa00	1998	8837	40	1396	768	0	0	0
BrowDa00	1999	9781	42	1565	852	0	0	0
BrowDa00	2000	10248	44	1634	892	0	0	0
BrowEd01	1954	283	3	17	10	0	0	0
BrowEd01	1955	1590	12	181	95	0	0	1
BrowEd01	1956	3257	23	349	191	1	0	2
BrowEd01	1957	4578	29	534	275	1	0	2
BrowEd01	1958	5996	39	752	377	1	0	2
BrowEd01	1959	7877	52	999	502	1	0	2
BrowEd01	1960	8956	59	1148	561	1	0	2
BrowEd01	1961	9698	63	1246	607	1	0	2
BrowEd01	1962	10424	68	1330	650	1	0	2
BrowEd01	1963	13406	89	1692	818	1	0	2
BrowEd01	1964	15396	101	1964	939	1	0	2
BrowEd01	1965	15600	102	1987	949	1	0	2
BrunMa00	1994	95	0	27	12	0	0	0
BrunMa00	1995	2263	15	373	213	0	0	0
BrunMa00	1996	6630	34	930	566	3	2	1
BrunMa00	1997	9911	52	1365	830	4	2	2
BrunMa00	1998	12512	72	1719	1038	6	3	2
BrunMa00	1999	15572	86	2160	1297	8	4	3
BrunMa00	2000	19212	106	2672	1608	8	4	3
BrunMa00	2001	22521	125	3145	1897	8	4	3
BrunMa00	2002	25309	142	3561	2142	8	4	3
BrunMa00	2003	25793	144	3643	2196	8	4	3
BrunMa00	2004	26987	151	3880	2314	8	4	3
BrunMa00	2005	30037	174	4334	2576	10	5	3
BrunMa00	2006	31826	182	4594	2738	10	5	3
BrunMa00	2007	31826	182	4594	2738	10	5	3
BrunMa00	2008	31826	182	4594	2738	10	5	3
BrunMa00	2009	31928	182	4624	2753	10	5	3
BrunMa00	2010	32045	184	4637	2760	10	5	3
BrunMa00	2011	32072	184	4640	2761	10	5	3
BrunSc00	1980	610	4	112	52	0	0	0
BrunSc00	1981	1588	9	302	131	2	1	0
BrunSc00	1982	3605	19	600	292	2	1	0
BrunSc00	1983	6121	28	986	482	2	1	0
BrunSc00	1984	6121	28	986	482	2	1	0
BrunSc00	1985	6457	29	1046	512	2	1	0
BukiRu00	1953	169	0	32	14	0	0	0
BukiRu00	1954	169	0	32	14	0	0	0
BukiRu00	1955	169	0	32	14	0	0	0
BukiRu00	1956	299	1	55	24	0	0	0
BukiRu00	1957	402	1	83	30	0	0	0
BukiRu00	1958	568	2	106	38	0	0	0
BukiRu00	1959	568	2	106	38	0	0	0
BukiRu00	1960	926	4	157	63	0	0	0
BukiRu00	1961	2179	15	313	152	0	0	0
BukiRu00	1962	2258	16	326	155	0	0	0
BukiRu00	1963	2627	19	369	184	0	0	0
BukiRu00	1964	3726	31	529	283	0	0	0
BukiRu00	1965	6367	51	841	459	0	0	0
BukiRu00	1966	8225	61	1150	606	0	0	0
BukiRu00	1967	8410	61	1183	624	0	0	0
BukiRu00	1968	8433	61	1190	626	0	0	0
BulgMa00	2002	1826	14	214	138	0	0	0
BulgMa00	2003	5671	36	746	474	1	0	1
BulgMa00	2004	9635	57	1231	795	3	1	1
BulgMa00	2005	11932	71	1518	987	3	1	1
BulgMa00	2006	16233	95	2106	1357	3	1	2
BulgMa00	2007	18625	106	2484	1578	3	1	2
BulgMa00	2008	21345	117	2924	1829	3	1	2
BulgMa00	2009	22814	122	3171	1969	3	1	2
BurkAd00	1950	798	6	119	43	0	0	0
BurkAd00	1951	2127	20	337	135	0	0	0
BurkAd00	1952	2688	24	419	172	0	0	0
BurkAd00	1953	3476	28	538	228	0	0	0
BurkAd00	1954	5216	51	769	351	0	0	1
BurkAd00	1955	6575	60	997	461	0	0	2
BurkAd00	1956	7001	61	1079	500	0	0	2
BurrJo01	2020	2688	13	404	264	0	0	0
BurrJo01	2021	7299	47	924	630	3	3	0
CampJa00	2006	1297	10	207	110	0	0	0
CampJa00	2007	3997	22	624	360	0	0	0
CampJa00	2008	7242	35	1130	675	0	0	0
CampJa00	2009	10860	55	1637	1002	0	0	0
CampJa00	2010	13247	68	1966	1196	0	0	0
CampJa00	2011	14417	74	2131	1296	0	0	0
CampJa00	2012	14682	76	2182	1328	0	0	0
CampJa00	2013	16697	87	2499	1508	0	0	0
CampJa00	2014	16771	87	2518	1519	0	0	0
CarlCo00	1988	775	4	112	52	0	0	0
CarlCo00	1989	930	4	143	67	0	0	0
CarlCo00	1990	1313	8	198	104	1	0	0
CarlCo00	1991	1427	9	210	111	1	0	0
CarlCo00	1992	3137	18	437	260	1	0	0
CarlCo00	1993	3742	20	527	311	1	0	0
CarlCo00	1994	4469	21	659	370	1	0	0
CarrDa00	2002	2592	9	444	233	0	0	0
CarrDa00	2003	4605	18	739	400	0	0	0
CarrDa00	2004	8136	34	1205	685	0	0	0
CarrDa00	2005	10624	48	1628	941	0	0	0
CarrDa00	2006	13391	59	2070	1243	0	0	0
CarrDa00	2007	14026	62	2206	1316	0	0	0
CarrDa00	2008	14141	64	2218	1325	0	0	0
CarrDa00	2009	14366	65	2251	1346	0	0	0
CarrDa00	2010	14433	65	2264	1351	0	0	0
CarrDa00	2011	14433	65	2264	1351	0	0	0
CarrDa00	2012	14452	65	2267	1353	0	0	0
CarrDe02	2014	3270	21	599	348	0	0	0
CarrDe02	2015	7257	53	1172	698	0	0	1
CarrDe02	2016	11194	81	1732	1055	0	0	2
CarrDe02	2017	14690	103	2247	1378	0	0	3
CarrDe02	2018	18739	122	2800	1759	0	0	3
CarrDe02	2019	22793	143	3313	2120	0	0	3
CarrDe02	2020	26896	170	3830	2468	0	0	3
CarrDe02	2021	31700	193	4456	2896	1	0	3
CartQu00	2001	1072	5	176	90	0	0	0
CartQu00	2002	2537	12	397	215	0	0	0
CartQu00	2003	5839	29	902	507	1	0	0
CartQu00	2004	6337	32	960	542	1	0	0
CartVi00	1968	769	4	122	55	0	0	0
CartVi00	1969	1112	6	193	91	0	0	0
CartVi00	1970	2759	15	471	234	1	0	0
CartVi00	1971	4383	25	693	372	1	0	0
CartVi00	1972	4962	28	775	419	1	0	0
CartVi00	1973	4962	28	775	419	1	0	0
CartVi00	1974	4962	28	775	419	1	0	0
CartVi00	1975	4986	28	780	422	1	0	0
CartVi00	1976	5063	29	785	425	1	0	0
CassMa00	2005	183	2	24	13	0	0	0
CassMa00	2006	215	2	32	18	0	0	0
CassMa00	2007	253	2	39	22	0	0	0
CassMa00	2008	3946	23	555	349	0	0	0
CassMa00	2009	6870	39	1048	620	0	0	0
CassMa00	2010	9986	66	1498	882	1	0	1
CassMa00	2011	11699	76	1767	1042	1	0	1
CassMa00	2012	13495	82	2044	1203	1	0	1
CassMa00	2013	15302	93	2298	1356	1	0	1
CassMa00	2014	15727	96	2369	1397	1	0	1
CassMa00	2015	17003	101	2573	1516	1	0	1
CassMa00	2016	17287	103	2624	1546	1	0	1
CassMa00	2017	17449	104	2666	1571	1	0	1
CassMa00	2018	17508	104	2683	1578	1	0	1
CavaMa00	1979	10	0	1	1	0	0	0
CavaMa00	1980	895	9	106	64	0	0	0
CavaMa00	1981	2528	14	325	179	0	0	0
CavaMa00	1982	3018	19	385	206	0	0	0
CavaMa00	1983	3018	19	385	206	0	0	0
CavaMa00	1984	3467	23	446	239	0	0	0
CavaMa00	1985	3801	24	500	267	0	0	0
CavaMa00	1986	4198	26	558	295	0	0	0
CavaMa00	1987	4198	26	558	295	0	0	0
CavaMa00	1988	4299	27	574	302	0	0	0
CavaMa00	1989	4332	28	579	305	0	0	0
ChanCh00	1988	1619	8	233	129	0	0	0
ChanCh00	1989	2156	10	313	168	0	0	0
ChanCh00	1990	2620	11	396	210	0	0	0
ChanCh00	1991	3466	16	550	288	0	0	0
ChanCh00	1992	6298	31	963	533	0	0	0
ChanCh00	1993	6769	34	1066	585	0	0	0
ChanCh00	1994	8121	41	1242	693	0	0	0
ChanCh00	1995	10581	58	1598	918	0	0	0
ChanCh00	1996	12680	74	1918	1102	0	0	0
ChanCh00	1997	15372	94	2260	1304	0	0	1
ChanCh00	1998	18526	119	2587	1494	3	2	2
ChanCh00	1999	20865	135	2894	1668	3	2	2
ChanCh00	2000	23101	145	3225	1860	3	2	2
ChanCh00	2001	25948	161	3590	2083	3	2	2
ChanCh00	2002	26971	165	3751	2186	3	2	2
ChanCh00	2003	28021	168	3943	2293	3	2	2
ChanCh00	2004	28484	170	4005	2328	3	2	2
ClemKe00	2006	0	0	1	0	0	0	0
ClemKe00	2007	1529	5	251	130	0	0	0
ClemKe00	2008	1555	5	256	133	0	0	0
ClemKe00	2009	1680	5	282	146	0	0	0
ClemKe00	2010	1686	5	284	147	0	0	0
ClemKe00	2011	2232	7	375	195	0	0	0
ClemKe00	2012	2271	7	378	196	0	0	0
ClemKe00	2013	3944	15	620	338	0	0	0
ClemKe00	2014	3954	15	623	339	0	0	0
ClemKe00	2015	4017	16	629	344	0	0	0
ClemKe00	2016	4017	16	630	344	0	0	0
ClemKe00	2017	4053	16	638	350	0	0	0
CollKe00	1995	2717	14	433	214	0	0	0
